language,longitude,latitude
J531 Tembo 2,28.67,-1.75
Sabean,45.35,15.42
Galo,94.04,28.23
Kullo,37.08,6.75
Komi Permyak,54.5,59.5
Onge,92.42,10.75
Rempi,145.79,-5.01
Otomi De El Baile,-99.3,21.05
Jurchen,130.0,47.0
Gureng Gureng,151.0,-25.25
Iraqw,35.5,-4.0
Mpakwithi Anguthimri,141.83,-12.33
Jicarilla Apache,-104.0,36.58
Saketa,127.5,0.0
Maya Yucateca,-89.0,20.0
Lendu Tadha,30.05,2.0
Liabuka,122.58,-5.58
Nataoran Amis,121.5,24.0
Ukue,5.58,7.45
Mbabaram,145.0,-17.17
Maldivian,73.5,4.17
Olo Yebil,142.0,-3.42
Ashret Phalura,71.75,35.44
Bonggo,139.5,-2.25
Yitha Yitha,144.22,-33.89
Laiyolo,120.5,-6.42
Gangulida,138.83,-17.33
Proto Central Mande,-8.28,10.5
Wala,167.39,-16.09
Kabardian,43.5,43.5
Wali,-2.31,10.02
Liliko,27.58,2.08
Peshawar Pashto,71.55,34.0
Nahuatl San Pedro Tlalcuapan Santa Ana Chiautempan,-98.17,19.32
Uaripi,145.75,-7.92
Kagayanen,119.83,10.5
Tasawaq,7.01,16.51
Kpatili,21.92,5.17
Jaru,128.0,-18.75
Zoque Rayon,-93.0,17.08
Blablanga,159.33,-8.17
Cayubaba,-65.5,-13.5
Sikaiana,162.75,-8.33
Kemberano Barau,133.0,-2.17
Mapidian,-59.62,1.91
Wajarri,117.5,-26.0
Asaro7o,146.51,-5.68
Nyindrou,146.67,-2.17
Tiang,151.0,-3.0
Bozo Tieyaho,-4.0,15.0
Ngizim,10.92,12.08
Galela 2,128.33,2.42
Fulfulde Adamawa,13.5,9.17
Kuki,6.0,10.33
Yaqui 2,-110.25,27.5
Classical Arabic,42.0,25.0
Kwato,145.63,-5.5
Kuku,31.77,3.75
Zapotec Sierra De Juarez,-96.58,17.5
Fortsenal,166.88,-15.53
Rawang,97.5,27.5
Mwani Mozambique,40.33,-11.67
Lembena,144.17,-5.33
Kayah Li Eastern,97.5,19.0
Bafut,9.92,6.25
Yanomame,-65.0,1.75
Kyrgyz,75.0,42.0
Khmu 2,102.0,21.0
Wendat Huron,-77.5,44.33
Halia 2,154.67,-5.25
Mori Atas,121.0,-2.2
Shilluk,31.75,9.67
Oka,5.68,7.95
Taurepang,-62.0,5.33
Bobawa,127.58,0.5
Sipakapense,-91.56,15.2
Wan 2,-5.8,7.8
Nembe,6.42,4.5
Old Tangut,107.34,40.45
Sinaugoro,147.83,-9.83
Coeur Dalene,-116.5,47.25
Tunica,-91.0,32.67
Lhukonzo,29.92,0.0
Nselembili,18.0,-3.0
Korokakan,-7.45,8.32
Ga,-0.17,5.67
Kupang Malay,123.58,-10.18
Kawe,130.23,-0.2
Mixtec Northern Tlaxiaco,-97.68,17.35
Vlach,21.33,39.67
Mbala,18.0,-5.0
Upcountry Sri Lanka Malay,79.83,6.83
Anaang,7.58,5.0
Segeju,39.0,-5.0
Guwamu,148.87,-27.83
Hill Guang,0.26,6.5
Nambo,141.92,-8.75
Gahuku Asaro,145.25,-6.0
Djinba,135.0,-13.0
Dongo,30.0,3.0
Sengseng,149.8,-6.17
Mada,8.25,8.75
A72a Ewondo,12.0,4.0
Tai Po Ai,103.75,17.58
Asheninka,-74.33,-10.33
Khang,103.67,21.67
Modole 2,127.75,1.42
Guyanese Creole English,-58.58,7.25
Andri,29.75,4.75
Damana,-73.5,11.0
Kom,10.33,6.25
Kol,12.75,3.67
Kambaata,37.75,7.4
Ariepi,136.25,-1.75
Okande,11.75,0.0
Matngala,130.42,-13.83
Zazao,159.33,-8.17
Quenya,-1.88,50.72
Besemah,103.5,-4.17
Bribri,-83.0,9.42
Kawki,-76.0,-13.0
Urubu Kaapor,-46.5,-2.33
Cairo Arabic,31.0,30.0
Gundong Pa Hng,109.08,26.13
Ko1,31.47,10.62
Malagasy Merina,47.52,-18.93
Muruwari,147.0,-28.75
Namumi,143.33,-6.58
Dibiyaso,142.25,-7.75
Sranan Tongo,-55.33,5.83
Djinang,134.83,-12.33
L221 Lwalwa 2,22.0,-7.25
Jiulong Pumi,101.5,29.0
L221 Lwalwa 1,22.0,-7.25
C Amis,121.33,23.33
Eipomek,140.08,-4.33
West Makian,127.58,0.5
Karen Pwo Western,99.17,13.0
Mallagori Pashto,71.37,34.01
Shimaore,44.0,-12.0
Polci Zul,9.48,10.12
Abipon,-61.0,-29.0
Baha Buyang,104.75,24.4
Mena,143.58,-7.08
Daraga,123.5,13.17
Merlav Merig,167.82,-14.3
Pare Png,141.75,-6.42
Kujarke,22.25,11.75
Sekiyani,9.58,1.08
Wapha,9.75,9.17
Konja Ndung,11.67,6.42
Oibae,142.17,-6.17
Papora,120.57,24.25
Japanese,140.0,37.0
Salinan,-121.0,36.0
Ebang,30.73,11.22
Nzebi 1,13.0,-1.25
Koguman,145.28,-4.82
Nzebi 2,13.0,-1.25
Semnani,53.35,35.58
Kamayura,-52.58,-12.08
Nahuatl San Agustin De Buenaventura,-104.9,22.6
Nimboran 2,140.17,-2.5
Nyengo,22.62,-15.78
Konyak,94.0,27.0
Doromu Aramaika,148.0,-9.5
Machame,37.0,-3.33
Ainu Hiratori,142.13,42.58
Edopi,137.33,-3.08
Ghachok,83.0,29.0
Peshawar City Hindko,71.55,34.0
Tumleo 2,142.42,-3.08
Pa-hng,109.4,25.5
Buglere Murire,-81.25,8.5
Aiku,142.6,-3.7
Katukina Pano,-71.33,-8.0
Kibet,21.0,11.5
White Lachi,104.67,22.75
Selepet,147.17,-6.17
Nones Gardenese,11.89,46.61
Eastern Balti,77.92,34.23
Shambala,39.17,-4.75
Akkadian 2,44.1,33.1
Fangcun Mak,107.78,25.53
Biak 2,136.05,-1.17
Khasi,92.0,25.5
Medumba,10.5,5.08
Attock City Hindko,72.25,33.87
Marshallese,171.0,7.12
Nahuatl Tlalnepantla Tamazunchale,-98.77,21.27
Abirpara Mahali,85.32,23.4
Teocuitlapa Mephaa,-98.93,17.35
Arara Do Para,-53.0,-3.62
Baruya 2,145.92,-6.92
Agul,47.67,41.75
Mbumi,23.58,-15.5
Sudest,153.45,-11.5
Holu,16.7,-8.7
Tabriak,143.58,-4.5
South Efate Pango,168.18,-17.72
Anambe,-49.33,-2.63
Kopar,144.5,-3.92
Munduruku,-58.0,-7.0
Southern Aymara,-69.0,-17.0
Angor,141.17,-3.75
Lasgerdi,52.95,35.45
Akawaio,-59.5,6.0
Sotho Sud,27.0,-28.0
Tauade,147.17,-8.42
Santa Ines Yatzechi Zapotec,-96.67,16.83
Sisiqa,156.83,-7.0
Kamano Kafe,145.67,-6.25
Swedish Romani,12.93,61.68
Kwel,14.33,1.67
Hrangkhol,91.77,26.14
Kanakanabu,120.67,23.25
Jinman Bai,98.9,26.5
Gibaio,143.5,-8.0
Berom F,8.83,9.67
Pomo Central,-123.33,39.0
Kapauku,135.5,-3.83
Berom R,8.83,9.67
Moloko,14.25,10.75
Sunia,142.67,-6.42
Ouargla Berber,5.33,31.92
Fur,25.0,13.5
Naga Tangkhul,94.5,25.0
Pangwa,34.75,-10.0
Terekeme Azeri,45.38,41.08
Tarifit Guelaia,-4.0,34.5
Adele,0.5,8.17
Futuna East,-178.2,-14.33
Tolomako,166.8,-15.16
Bardi,122.92,-16.58
Gera,9.83,10.32
Ukwa,8.0,5.58
Blagar Retta Pura,124.25,-8.33
Sherpa,86.83,27.75
Harban Shina,74.0,36.0
Ainu Kushiro,144.38,42.98
Binukid,124.83,8.25
Wetamut,167.55,-14.36
Urmi,45.07,37.56
Ratahan,124.83,1.08
Talur,126.3,-8.0
Oporomo,5.67,4.92
Bina,10.0,3.0
Karaeta Uaripi,145.75,-7.92
Inanwatan,132.08,-2.08
Lamogai,149.33,-5.92
Jimi Cameroon,13.5,10.25
Nama 2,18.0,-25.5
Tumbuka Malawi,33.67,-11.0
Purhepecha,-101.67,19.5
Wano,137.25,-3.33
Musgu D Plus Rd,14.92,10.83
Lakhota,-101.83,43.83
Samia,34.0,0.5
Kunjen,142.5,-16.5
Coeruna,-65.55,-1.9
B11c Galwa 1,9.5,-1.25
Burusu,117.0,3.17
Chru,108.5,11.5
Guruntum-mbaaru,10.17,9.83
Fatakai Nuaulu Seram,129.17,-3.25
Ombo,25.17,-2.33
Yerong,108.3,23.6
Cupeno,-116.5,33.17
Nahuatl San Pedro Jicora,-104.5,22.42
Yawuru,122.5,-18.0
Guro,-6.0,7.0
Ngangam,0.42,10.25
D14 Enya,25.25,-0.5
Igbirra,7.0,8.17
Yoruba,4.33,8.0
Kichee Totonicapan 2,-91.42,15.0
Kichee Totonicapan 1,-91.42,15.0
Kichee Zacualpa,-91.08,15.0
Bit,101.88,21.53
Toukoulaka Bomitaba,17.5,1.67
Thembu,27.0,-32.0
Highland Puebla Nahuatl,-97.33,19.58
Naga Phom,94.83,26.77
Sengga Babatana,157.5,-7.33
Balanta Ganja,-15.33,12.25
Dao,136.33,-3.33
Naga Southern Rengma,94.12,25.67
Moore,-1.25,12.83
Mailu,149.3,-10.33
Dache,37.05,6.7
Wantoat,146.5,-6.17
Huacana,-69.0,-17.0
Marovo,157.8,-8.42
Diyari,139.0,-28.0
Purari,145.0,-7.58
Lega,27.17,-2.83
Proto Pano,-65.0,-10.0
Sonde Feshi,18.33,-6.25
Nggwahyi,12.92,10.58
Muinane,-72.5,-1.0
Chambri Kilimbit,143.08,-4.17
Diodio,150.17,-9.42
Lamma Kalondama,124.0,-8.42
Yambes,142.75,-3.5
Albanian Gheg,20.83,41.33
Hadiyya 2,38.0,7.25
Lamalama Inland,143.83,-14.83
Ikposo,0.83,7.5
Lote,150.98,-6.0
Dendi,3.25,11.75
Avar Karakh,46.83,42.24
Proto Central Malayo Polynesian,129.5,-3.13
Haya,31.5,-2.0
Matindor Mahali,85.32,23.4
Piamatsina,166.77,-14.9
Uncunwee,31.0,12.0
Taloki,122.83,-4.67
Mboua Bomitaba,17.5,1.67
Abnaki Western,-72.25,44.0
Lepki,140.42,-4.08
Chadong,110.0,25.3
Norwegian Romani,5.83,58.7
Zigula,38.17,-5.75
Tring,114.6,4.0
Kemant 2,37.42,12.67
Tahoss,8.83,9.67
Ajyininka Apurucayali,-74.53,-9.92
Cebuano,124.0,10.0
Caga Kiwoso,39.0,-5.0
Arawe,148.83,-5.92
Tangir Shina,74.0,36.0
Maji,36.5,6.16
Nande Swaga,29.17,-0.08
Lewo Filakara,168.47,-16.81
Finangakan,-7.48,8.72
Yukaghir Tundra,155.0,69.0
Malagasy Vezo,44.3,-23.23
Proto Greater Qanjobalan,-91.72,15.38
Rwanda Rera,30.0,-2.0
N Tairora,146.0,-6.5
Proto Aymaran,-69.5,-16.5
Delang,112.0,-2.2
Piapoco,-69.5,4.0
Veraa,167.47,-13.81
Eleme,7.25,4.75
Parintintin,-62.0,-8.0
Lubu,99.75,0.67
Arin,93.0,57.0
Jiwei Hmong,109.43,28.33
Luba,22.0,-6.0
Sansi,73.84,26.57
Astor Shina,74.0,36.0
Akei Penantsiro,166.8,-15.6
Orejon 2,-72.5,-2.83
Lashi 2,97.79,24.18
Awing,10.28,5.87
Yonamine,128.0,26.83
Haununu Bauro,161.83,-10.67
Nukna,146.95,-6.05
Malagasy Sakalava Maintirano,44.02,-18.07
Mafea,167.23,-15.4
Muratayak,146.54,-5.74
Maquiritari,-65.0,5.5
Awngi 2,36.67,10.83
Warrnambool,142.3,-38.15
Ninkare,-0.8,11.2
Wampur,146.08,-6.42
Biori Phalura,71.88,35.47
Wik Mungkan,141.75,-13.92
Estonian,26.0,59.0
Kisi,-10.25,8.5
North Saami,24.0,69.0
Tanjong,112.23,1.95
Gizrra Togo,142.83,-9.08
Girawa,145.4,-5.35
Domari,35.22,31.78
Madhi Madhi,143.56,-34.61
Birri Australia,146.5,-20.5
South Efate Eratap,168.36,-17.77
Kabira Yaeyama,124.14,24.46
Boano,121.0,0.5
Rabai 2,39.67,-3.5
Magar,83.0,28.0
Gwere,33.92,1.08
Kaxarari,-66.25,-9.42
Paranawat,-62.74,-11.19
Hakka,116.0,25.0
Boma,23.17,3.58
Cemuhi,165.0,-20.83
Candoshi,-77.0,-4.17
Meadow Mari,48.0,57.0
Slovak,20.0,49.0
Surui Do Para,-48.47,-5.75
El Nayar Cora,-104.83,22.17
Eskayan,124.24,9.43
Arikem,-62.76,-10.9
Wandamen,134.0,-2.67
Bomu Bobo,-4.54,12.38
Blackfoot,-112.67,50.0
Kelon Probur,124.42,-8.42
Milki Murkim,140.8,-4.2
Ehueun,5.58,7.42
Ankave,145.75,-7.17
Talaud,126.75,4.25
Gidabal,152.42,-28.42
Sazin Shina,74.0,36.0
Zande,26.0,4.0
Ha,30.0,-4.5
Suau,150.2,-10.67
Yuchi,-86.75,35.75
Nugunu,11.25,4.58
Uradhi Angkamuthi,142.42,-11.92
Teiwa,124.17,-8.33
White Thai 3,104.42,21.42
White Thai 2,104.42,21.42
Galoli,125.83,-8.58
Eton Cameroon,11.5,4.25
Tubar,-108.0,27.0
Arabic North Levantine Spoken,36.0,33.75
Dapingjiang Mien,110.25,25.8
Nigerian Arabic,20.83,13.83
Northern Amami Oshima,129.42,28.33
Ngbaka Gilima,18.63,3.82
Pondoma,145.02,-4.73
Gbeya,17.5,6.67
Yanyuwa,137.17,-16.42
Nandi 2,35.0,0.25
Jinping Tai,103.23,22.78
Mbuko,14.17,10.77
Leleghia Maringe Cheke Holo,159.67,-8.33
Bolia Nsao,18.33,-1.25
Huichol,-104.0,22.0
Kabou,5.67,4.92
Siriono,-64.0,-15.58
Lombard Bergamo,9.4,45.88
Dusur,141.33,-2.75
Nyunga Eastern,122.0,-33.75
Aghem Weh,10.0,6.67
Southeast Ambrym Toak,168.22,-16.35
Nizaa,12.5,7.08
Simaa 1,22.62,-15.78
Simaa 2,22.62,-15.78
Simaa 3,22.62,-15.78
Russian,38.0,56.0
Isabi,145.5,-5.82
Kusu Matapa,25.0,-3.75
Fuzhou Chinese,119.31,26.08
Sangir 2,125.5,3.5
Jelil Chilas Shina,74.0,36.0
Maasai,36.0,-3.0
Christian Palestinian,35.2,31.9
Mulaha Iaibu,147.44,-9.67
Kunza,-69.0,-23.0
Tocharian B,82.9,41.65
Tocharian A,89.18,42.98
Ulawa Saa,161.45,-9.62
Yawanawa,-71.83,-8.62
Pingelapese,160.7,6.22
Wambaya,135.75,-18.67
Heqing Bai,100.18,26.56
Hemba Bwinyanyemba,27.17,-6.25
Iteri,141.5,-4.17
Western Panjabi Shahpur,72.47,32.27
Kichee San Jose Chiquilaja Quetz,-91.5,14.78
Lingala 2,18.5,2.0
Beng,-4.25,7.83
Tshangla,92.17,27.83
Jacaltec,-91.67,15.67
Lokai,31.5,3.25
Pinalum,167.32,-15.97
H42 Hungana 1,18.42,-3.67
Yasin Wakhi,72.0,36.5
H42 Hungana 3,18.42,-3.67
H42 Hungana 2,18.42,-3.67
Koo Talise,160.17,-9.75
Pawnee,-98.67,41.0
Spiti Bhoti,77.17,31.1
J52 Havu 2,28.75,-2.08
Kwanga 4,23.58,-15.5
Kwanga 3,23.58,-15.5
Kwanga 2,23.58,-15.5
Kwanga 1,23.58,-15.5
Upper Pima,-112.0,32.0
Karen Yinbaw,96.42,21.28
Mussau Emira,149.5,-1.5
Geto,38.42,8.4
Shahmirzadi,53.32,35.77
Daa,119.58,-1.0
Desano,-69.83,0.83
Bambara,-7.5,12.5
Dai,129.67,-7.58
Chingoni,36.0,-11.0
Daw,-67.08,-0.25
Votic,30.0,59.5
Day,17.83,8.75
Mundari 2,84.67,23.0
Satawalese,147.04,7.36
Itoo,7.42,9.33
Ngbaka Kpala,19.3,3.9
Sekar,132.37,-2.68
Yaba Mbeti,14.0,-0.5
Wangmo Bouyei,106.1,25.18
Wuzlam,14.12,10.95
Hecuo Taroko,121.42,24.17
Baetora,168.17,-15.37
Kankanaey,120.58,16.75
Dhimal,87.75,26.67
Quechua Ancash Huaylas Wata,-77.81,-9.05
Salu Maka,119.08,-3.08
Mam Santa Barbara,-91.83,15.42
Honibo,142.17,-6.17
Tofamna,140.58,-3.75
Gadsup Agarabi,146.0,-6.17
Carolinian,145.75,15.2
Rek,29.0,8.75
Danuwar,85.0,27.42
Seeku,-4.62,11.08
Bugurdzi Romani,21.17,42.67
Proto Hindko,72.5,34.0
Sani Yi,103.33,24.75
Inabaknon,124.17,12.42
Thulung,86.5,27.42
Madaka,6.58,10.17
Trinitario,-65.0,-15.5
Agi,29.75,4.75
Kota Mekambo,12.5,0.0
Dolakha Newar,85.5,27.67
Kogui,-73.83,11.0
Mabale,19.12,1.6
Anong,98.75,27.33
Malagasy Taimoro,47.9,-22.5
Ogbronuagum,6.87,4.75
Ishkoman Wakhi,72.0,36.5
Echie,7.55,5.4
Tagbanwa Kalamian,120.0,12.0
Iquito,-74.0,-3.25
Oyabi,14.0,-0.5
Heyo 2,142.42,-3.83
Ronga,32.5,-26.0
Obaa,14.0,-0.5
Mojiang Honi,101.73,23.42
Khamnigan Mongol,117.0,49.0
Kuuku Yau,143.08,-12.58
Sanuma,-64.67,4.5
Bafia,11.13,4.73
Akha,99.83,21.83
Sindue Tawaili,120.0,-1.17
Ngungwel,15.67,-1.83
Adumanis Ulu Komering,105.0,-4.0
Hungarian,20.0,47.0
Awa Pit,-78.25,1.5
Yongnan Central Hongshuihe Zhuang,108.2,22.44
Uda,8.05,4.7
Udi,48.0,41.0
Nahuatl Reyes De Vallarta Tuzamapan,-97.52,20.1
Romansh Vallader,9.93,46.55
Tima,29.2,11.58
Egbuta,23.77,2.73
Runyankore,30.5,-0.5
Onank,146.25,-6.75
Puget Salish,-122.5,47.25
Jita 2,34.0,-1.5
Xiandao,100.32,25.35
Furupagha,5.67,4.92
Sowa,168.16,-15.79
Danaw,96.62,20.52
Danau,96.62,20.52
Tamajeq Tayart Air,8.0,16.0
Baroo Bauro,161.83,-10.67
Banda Ndele Ngao,23.9,8.03
Mayo Los Capomos,-108.0,26.0
Kanoe,-61.06,-13.33
Nahuatl San Jeronino Amanalco,-98.75,19.52
Kerewo,144.33,-7.5
A53 Bafia Rikpa,11.17,5.0
Shina 2,74.0,36.0
Mawo Qiang,103.17,32.06
Nghwele,38.42,-6.33
Jere,8.83,10.25
Doko,23.08,3.0
Jonaz De 1776,-100.5,21.67
Sawuj,138.5,-5.92
Shuanglong Mien,107.15,22.1
Kayeli,127.08,-3.42
Yopno,146.58,-6.0
Tani,145.33,-4.42
Duungoma,-5.92,10.92
Jijili,6.87,9.38
Sambal,120.17,15.5
L62 Nkoya,25.0,-15.0
C831 Ilebo,21.5,-4.5
Mansehra Hindko,73.2,34.33
Kurdish Kurmanji,42.0,38.0
Mixtec Chayuco,-97.83,16.42
North Malo,167.13,-15.67
Malango,160.08,-9.58
Worodugukakan,-6.67,7.95
Interlingua,74.0,40.43
Piratapuyo 2,-69.5,0.33
Rutul,47.42,41.5
Kwanga,143.25,-4.33
Kwange,26.67,-4.0
Kargil Balti,76.0,35.0
C24 Koyo Zwe,15.67,-0.67
Bakairi,-55.0,-14.0
Hone,11.17,10.25
Nahuatl San Jose Miahuatlan,-97.27,18.27
Kwanyama 2,16.5,-17.0
Banton Bantoanon,122.0,12.5
Ingrian,29.0,59.0
Zia,147.58,-8.0
Ixcatec,-97.17,17.83
Mele,168.25,-17.63
Male Ethiopia,36.92,6.0
Ullatan,77.09,9.47
Lenca El Salvador,-88.12,13.72
Gaanda Gabin,12.3,10.3
Usino,145.35,-5.5
Giur,28.0,8.0
Edzama Dibole,17.25,1.08
Byansi,80.5,30.17
Xiangxi Hmong,105.8,23.1
Nazimabad Hunza Burushaski,74.5,36.5
Adioukrou,-4.58,5.42
Roma,127.4,-7.58
Dupaningan Agta,122.17,17.83
Wanuma,145.17,-4.83
D27 Bangubangu Mutingwa,28.0,-6.0
Kichee Zunil,-91.5,14.78
Bejond,16.0,8.37
Adang,124.47,-8.17
Ngumbo Taabwa,29.5,-8.0
Enggano,102.25,-5.42
Chambeali,76.12,32.55
Savu,121.9,-11.5
Koro India,92.8,27.3
Gultari Shina,74.0,36.0
Savi,71.5,35.0
Mam San Miguel Siguila,-91.83,15.42
Sakha,130.0,62.0
Omati,144.0,-7.33
Kapauri,139.75,-3.5
Ainu Ochiho,143.09,46.92
Kensiw,101.17,6.08
Bilin,38.5,15.75
Ho 2,86.0,22.0
Guaja,-46.17,-3.75
Hittite,35.0,40.0
Quichua Cotopaxi Compania Grande,-78.7,-1.07
Ta Mit Laha,103.92,21.58
Kekchi,-89.83,16.0
Taino,-71.0,19.0
Ruund,22.67,-10.17
Mbanza Bomitaba,17.5,1.67
Gilyak,142.0,53.33
Kwadi,12.3,-16.27
Bargam,145.75,-4.88
Kensweinsei,10.42,6.0
Mahican,-73.5,42.67
Bomboma,18.83,2.42
Mam Tacana 3,-92.13,15.3
Mam Tacana 2,-92.13,15.3
Mam Tacana 1,-92.13,15.3
Nsejau,18.0,-3.0
Barapasi,137.0,-2.33
Ngoni 2,30.0,-30.0
Phoenician,35.65,34.12
Tolaki,122.0,-4.0
Chiquitano,-60.0,-17.5
Damangnuo Wa,99.56,22.45
Ligbi,-2.57,8.0
Ipiko,144.83,-7.33
Mboshi Bunji,15.58,-1.33
Urarina,-75.0,-4.0
Proto Mixe Zoque,-94.17,16.5
Budai Rukai,120.83,22.83
Yawiyo,142.17,-4.58
Colorado,-79.33,-1.0
Gomaidj,135.5,-12.5
Kumyk,47.33,43.0
Malagasy Tsimihety Mandritsara,48.82,-15.83
Bekwarra,8.92,6.75
Mikasuki,-85.0,32.0
Tora,-61.74,-6.2
Fijian 2,178.0,-17.83
Toro,8.6,9.08
Balangingi Sama,121.83,6.17
Tulu,75.33,12.75
Tai Daeng,104.8,19.42
Kumbewaha,123.17,-5.25
Kewa East,143.92,-6.33
Choapan Zapotec,-95.75,17.58
Umatilla Sahaptin,-118.5,45.67
Gurindji,130.67,-17.67
Maltese,14.42,35.92
Bugun,92.58,27.5
Kamang Kolomane,124.83,-8.25
Hebrew,34.83,31.5
Taje Petapa,120.0,-0.58
Judeo Tat 2,48.5,41.4
Botlikh,46.22,43.06
Mobilian Jargon,-88.5,32.25
Talang Padang Lampung Api,105.0,-5.0
Westvlaams,3.23,51.22
Cubeo,-70.5,1.33
Pouye,141.93,-3.68
Idoma,7.05,6.92
Ibani,7.25,4.42
Puquina,-69.34,-15.84
Kubachi Dargi,47.6,42.09
Kashibo San Alejandro,-75.5,-8.5
Toala,120.33,-3.0
Karen Manumanaw,97.25,19.35
Ilit,36.92,14.5
Daonda,141.25,-3.25
Puinave,-68.0,4.0
Naskapi,-70.0,56.0
Cornish,-5.0,50.33
Banda Yangere,16.54,3.99
Tewa Sargang,124.17,-8.33
Cham Western,105.0,12.0
Lagwan,14.83,11.5
Kobon,144.33,-5.17
Tagalog,121.0,15.0
Oroqen,125.34,50.65
Hunzib,46.25,42.17
Subanun Sindangan,123.0,8.0
Jinxiu Lakkia,110.17,24.08
Kono,-11.0,8.75
Southern Ndebele,29.0,-20.0
Rantepalado,119.08,-3.08
Longhua Bunu 2,110.14,24.06
Kohama Yaeyama,123.98,24.34
Ca Ha Gelao,104.7,22.6
Chagatai,65.15,42.15
Northern Shan,98.03,23.7
Luguru,37.55,-7.0
Ubykh,39.67,43.67
Kajakse,20.83,12.25
Paici,165.0,-21.08
Tripoli Jewish Arabic,13.19,32.9
Erima,145.71,-5.36
Itik,139.33,-2.17
Kaipi,145.33,-7.83
Motuna,155.42,-6.62
Talinga,29.67,0.42
Quechua Yauyos San Pedro,-75.65,-13.05
Standard German,10.0,52.0
Arandai Tarof,133.0,-2.08
Degenan,146.57,-5.71
Macedonian Arli Romani,21.63,42.08
Waja,11.67,10.0
Iha,132.25,-2.92
Epena Saija,-77.0,3.0
Ainu Oshamambe,140.37,42.51
Kasong,102.83,12.25
L21 Kete Ipila,22.83,-7.0
Huachipaeri,-71.33,-13.33
Doohwaayaayo,13.08,8.67
Mandayan Caraga,126.42,7.5
Black Thai,103.08,21.67
Karon Dori,132.58,-0.75
Vietnamese 3,106.5,10.5
Vietnamese 2,106.5,10.5
Disoha,35.42,12.42
Buu,40.33,-2.37
Nahuatl Xochiatipan,-98.97,21.02
Bua,18.0,10.0
Sukur,13.67,10.88
Baneka,9.93,4.9
Sardinian,9.0,40.0
Martu Wangka,126.0,-21.5
Garus,145.67,-4.95
Hmar,93.0,24.17
Gbi,20.03,5.73
Garuh,145.72,-5.07
Bade,10.5,12.83
Adilabad Gondi,81.0,19.0
Bada,9.94,9.6
Migama,19.83,12.17
Gitata,8.08,8.67
Acateco San Miguel Acatan,-91.67,15.33
Nafaara,-2.58,8.0
Tawala,150.67,-10.33
Jah Hut,102.28,3.67
Hasha,8.67,9.17
Pitta Pitta,140.0,-22.83
Pame De Jiliapan 1958,-99.33,20.97
Kenyang Kitwii,9.5,5.67
Ipulo,9.58,6.25
Kuan,108.5,12.67
Tsamai,37.03,5.42
Bussa,37.25,5.75
Saki,145.1,-4.5
J321 Marama,34.5,0.4
Umbu Ratu Nggai Kambera,120.25,-9.75
Naga Maring,93.94,24.8
Banawa,-65.0,-7.0
Leko,-65.5,-16.0
Oas,123.5,13.17
Koireng,93.97,25.15
Blagar,124.25,-8.33
Leke,17.5,1.67
Mukah Melanau,111.5,2.5
Nalu,-14.98,10.95
Ngbaka Mabo,18.75,4.42
Texistepec Zoque,-94.82,17.9
Marau,161.17,-9.25
Naga Pochuri,94.75,26.1
Taut Batu,118.0,9.17
Ubi,18.55,11.83
Kambram,132.75,-2.83
Banka,-5.5,11.67
Minanibai,144.0,-7.58
Western Balti,75.62,35.3
Lere Si,8.67,10.58
Karas,132.33,-2.92
Hadiyya,38.0,7.25
Makushi,-60.0,4.0
Mam San Sebastian H,-91.83,15.0
Gilgit Shina,74.0,36.0
Sogoo,35.92,-0.75
Western Penan,114.2,2.5
Lenca Honduras,-87.83,14.11
Ik,34.17,3.75
Burum,147.33,-6.5
Djambarrpuyngu,135.5,-12.17
Busa Nigeria,4.0,9.67
Burun,34.0,10.75
Tabasaran,47.92,41.83
Labo Windua,167.47,-16.42
Bokar,94.67,28.5
Uvbie,5.75,5.42
Sandong Sui,107.84,25.88
Klon 2,124.42,-8.42
Budong Budong,119.33,-2.08
Aulua,167.67,-16.33
Ghove Blablanga,159.33,-8.17
Domu,148.5,-10.17
Manx,-4.5,54.17
Malagasy Northern Betsimisaraka Fenoarivo East,49.4,-17.38
Pear B,105.0,13.58
Wipi Peawa,143.08,-8.75
Koozime,13.1,3.4
Babong,9.5,5.3
Mang,103.0,22.25
Soqotri 2,54.0,12.5
Chinook Wawa,-127.0,52.0
Kasem,-1.25,11.25
Dampelas,120.0,0.5
Nninong,9.73,5.0
Kaxinawa,-71.83,-10.5
Proto Ongamo Maa,36.0,0.0
Venturenyo,-119.17,34.16
Gxana,23.33,-22.17
East Ambae Wailengi,167.98,-15.29
Piu,146.42,-7.0
Xhosa,27.0,-32.0
Tolaki Laiwui,122.0,-4.0
Assangori,21.5,13.75
Kuy,104.0,14.5
Yagwoia,145.95,-7.2
Kuo,10.5,6.25
Kui,83.5,20.0
Baga Binari,-14.3,10.3
Mid Grand Valley Dani,138.92,-4.08
Danish,10.0,56.0
Merlav,168.04,-14.46
Urigina,145.51,-5.59
Proto Mien,106.6,22.12
Gulay,17.25,9.17
Indonesian Bajau,123.0,-4.33
Elpaputih Samasuru Paulohij,127.98,-5.03
Pende,19.67,-5.83
Dahalo,40.5,-2.33
Kunming Mandarin,102.7,25.06
Jiamao,109.77,18.64
Taiyang Ai Cham 2,106.73,25.91
Yupik Central Siberian Chaplino,-170.48,63.69
Koreguaje,-75.5,1.0
Saruga,145.59,-5.07
Kaonde 2,25.75,-13.0
